state,name,party,role,district,sitting,sponsored,yea,nay,people_id
ID,Darrell Bolz,R,Rep,HD-010B,no,0,1,0,8011
IL,Toi Hutchinson,D,Sen,SD-040,no,0,1,0,1106
ID,Ken Roberts,R,Rep,HD-008A,no,0,1,0,8052
ID,Robert Schaefer,R,Rep,HD-012A,no,0,0,1,8056
ID,Mack Shirley,R,Rep,HD-034A,no,0,1,0,8059
ID,Erik Simpson,R,Rep,HD-032B,no,0,1,0,8060
ID,Leon Smith,R,Rep,HD-024A,no,0,0,1,8062
ID,Jeffrey Nesset,R,Rep,HD-007A,no,0,1,0,12745
ID,John Andreason,R,Sen,SD-015,no,0,1,0,8071
ID,Tim Corder,R,Sen,SD-022,no,0,1,0,8079
ID,Denton Darrington,R,Sen,SD-027,no,0,1,0,8080
ID,Melinda Smyser,R,Sen,SD-011,no,0,0,1,8101
ID,Mitchell Toryanski,R,Sen,SD-018,no,0,1,0,12755
ID,Clint Stennett,D,Sen,SD-025,no,0,0,1,8103
ID,Curtis McKenzie,R,Sen,SD-013,no,0,1,0,8096
ID,Lee Heider,R,Sen,SD-024,no,0,1,0,12750
ID,Monty Pearce,R,Sen,SD-009,no,0,1,0,8098
ID,Joe Palmer,R,Rep,HD-020A,yes,0,1,0,8046
ID,Leslie Bock,D,Sen,SD-016,no,0,0,1,8074
ID,Brent Crane,R,Rep,HD-013A,yes,0,1,0,8019
ID,Lawerence Denney,R,Rep,HD-009A,no,0,1,0,8021
ID,George Eskridge,R,Rep,HD-001B,no,0,1,0,8023
TN,Dale Carr,R,Rep,HD-012,no,0,0,1,14453
ID,Fred Wood,R,Rep,HD-027B,no,0,1,0,8069
ID,John Stevenson,R,Rep,HD-026A,no,0,1,0,8063
ID,Lynn Luker,R,Rep,HD-015A,no,0,1,0,8039
ID,Frank Henderson,R,Rep,HD-003B,no,0,1,0,8029
ID,Dell Raybould,R,Rep,HD-034B,no,0,1,0,8050
ID,Shirley Ringo,D,Rep,HD-005B,no,0,0,1,8051
ID,John Vander Woude,R,Rep,HD-022A,yes,0,1,0,12749
ID,Marcus Gibbs,R,Rep,HD-032A,no,0,1,0,8024
ID,JoAn Wood,R,Rep,HD-035A,no,0,1,0,8070
ID,John Goedde,R,Sen,SD-004,no,0,1,0,8084
ID,Jeff Siddoway,R,Sen,SD-035,no,0,1,0,8100
TN,Dwayne Thompson,D,Rep,HD-096,no,0,0,1,18636
ID,Jeffrey Thompson,R,Rep,HD-030A,no,0,1,0,8066
ID,Linden Bateman,R,Rep,HD-033B,no,0,1,0,12738
ID,Reed DeMordaunt,R,Rep,HD-014B,no,0,1,0,12740
ID,Shannon McMillan,R,Rep,HD-007A,no,0,0,1,12744
TN,Jay Reedy,R,Rep,HD-074,yes,0,1,0,16862
VA,Joshua Cole,D,Rep,HD-028,yes,0,1,0,24977
ME,Jeffery Gifford,R,Rep,HD-142,no,0,0,1,8831
ME,Peggy Stanley,R,Rep,HD-143,no,0,1,0,22767
ID,John Tippets,R,Sen,SD-032,no,0,1,0,12754
ID,Christy Perry,R,Rep,HD-011B,no,0,1,0,12747
ID,Sheryl Nuxoll,R,Sen,SD-007,no,0,1,0,12751
ID,Steven Thayn,R,Sen,SD-008,no,0,1,0,8065
ID,Brent Hill,R,Sen,SD-034,no,0,1,0,8087
ID,Shawn Keough,R,Sen,SD-001,no,0,0,1,8090
ID,Patti Lodge,R,Sen,SD-011,no,0,1,0,8092
IL,Michael Frerichs,D,Sen,SD-052,no,0,1,0,1098
ID,Judy Boyle,R,Rep,HD-009B,yes,0,1,0,8012
ID,Elaine Smith,D,Rep,HD-029B,no,0,0,1,8061
VA,Phillip Scott,R,Rep,HD-063,yes,0,1,0,22995
VA,Otto Wachsmann,R,Rep,HD-083,yes,0,1,0,23016
ID,Cherie Buckner-Webb,D,Sen,SD-019,no,0,0,1,12739
ID,Charles Winder,R,Sen,SD-020,no,0,1,0,8105
ME,Scott Cuddy,D,Rep,HD-098,no,0,1,0,21198
ID,Jim Guthrie,R,Sen,SD-028,yes,0,1,0,12742
KY,Josh Calloway,R,Rep,HD-010,yes,0,1,0,22053
ID,Steve Vick,R,Sen,SD-002,no,0,1,0,12756
KY,Candy Massaroni,R,Rep,HD-050,yes,0,1,0,23619
NY,Nicole Malliotakis,R,Rep,HD-064,no,0,0,1,11105
ME,Jonathan Connor,R,Rep,HD-058,no,0,0,1,22702
ME,Barbara Wood,D,Rep,HD-038,no,0,1,0,22696
ME,Richard Evans,D,Rep,HD-120,no,0,1,0,22714
ME,Cathy Nadeau,R,Rep,HD-078,no,0,0,1,22905
KY,Thomas Huff,R,Rep,HD-049,yes,0,1,0,20489
KY,Shane Baker,R,Rep,HD-085,yes,0,1,0,22050
KY,Kevin Jackson,R,Rep,HD-020,yes,0,1,0,23561
KY,Jennifer Henson Decker,R,Rep,HD-058,yes,0,1,0,22054
KY,Wade Williams,R,Rep,HD-004,yes,0,1,0,23566
UT,Douglas Sagers,R,Rep,HD-021,no,0,1,0,11715
VA,Katrina Callsen,D,Rep,HD-054,yes,0,1,0,24978
ME,Eric Brakey,R,Sen,SD-020,no,0,0,1,16614
NY,Carmen De La Rosa,D,Rep,HD-072,no,0,1,0,18736
VA,Rozia Henson,D,Rep,HD-019,yes,0,1,0,24980
UT,Merrill Nelson,R,Rep,HD-068,no,0,1,0,15459
VA,Destiny LeVere Bolling,D,Rep,HD-080,yes,0,1,0,24989
ME,Danny Costain,R,Rep,HD-033,no,0,0,1,21196
MD,Darrell Odom,D,Rep,HD-027,yes,0,1,0,26608
ME,James Gillway,R,Rep,HD-098,no,0,1,0,10339
ME,Karen Vachon,R,Rep,HD-029,no,0,1,0,17339
UT,Don Ipson,R,Sen,SD-029,yes,0,1,0,8196
ME,Martin Grohman,D,Rep,HD-012,no,0,0,1,17334
ME,Thomas Longstaff,D,Rep,HD-109,no,0,1,0,10350
ME,Eleanor Espling,R,Rep,HD-065,no,0,1,0,10335
ME,John Picchiotti,R,Rep,HD-108,no,0,1,0,10367
VA,Karen Carnegie,D,Rep,HD-089,yes,0,1,0,26517
NY,Michael Ranzenhofer,R,Sen,SD-061,no,0,1,0,1444
UT,Susan Duckworth,D,Rep,HD-022,no,0,1,0,8205
NY,Matthew Titone,D,Rep,HD-061,no,0,1,0,1391
IL,Chris Lauzen,R,Sen,SD-025,no,0,0,1,1054
MT,Matt Regier,R,Sen,SD-005,yes,0,1,0,18515
UT,Mark Wheatley,D,Rep,HD-035,no,0,1,0,8207
ME,Heather Sirocki,R,Rep,HD-028,no,0,1,0,10371
MT,Tony Tezak,R,Sen,SD-035,yes,0,1,0,25432
ME,Dillon Bates,D,Rep,HD-035,no,0,0,1,17105
UT,Carol Moss,D,Rep,HD-034,yes,0,1,0,8173
VA,Israel O'Quinn,R,Rep,HD-044,yes,0,1,0,13746
ME,Paul Chace,R,Rep,HD-046,no,0,1,0,16633
UT,Bradley Last,R,Rep,HD-071,no,0,1,0,8187
UT,Marie Poulson,D,Rep,HD-046,no,0,1,0,8169
UT,Kay Christofferson,R,Rep,HD-053,yes,0,1,0,15452
SD,Kent Juhnke,R,Sen,HD-021,no,0,1,0,8236
SD,Susan Blake,D,Rep,HD-013,no,0,0,1,8318
ME,Karen Gerrish,R,Rep,HD-020,no,0,1,0,16782
ME,Phyllis Ginzler,R,Rep,HD-069,no,0,1,0,17333
ME,Gay Grant,D,Rep,HD-083,no,0,1,0,15273
UT,V. Lowry Snow,R,Rep,HD-074,no,0,1,0,13832
UT,James Dunnigan,R,Rep,HD-036,yes,0,1,0,8123
ME,Scott Hamann,D,Rep,HD-032,no,0,0,1,14719
UT,Angela Romero,D,Rep,HD-025,yes,0,1,0,14564
ME,Lance Harvell,R,Rep,HD-089,no,0,1,0,8839
ME,Gary Hilliard,R,Rep,HD-076,no,0,1,0,17271
TN,John Holsclaw,R,Rep,HD-004,no,0,0,1,16858
UT,Ryan Wilcox,R,Rep,HD-007,yes,0,1,0,8151
ME,Jonathan Kinney,R,Rep,HD-022,no,0,1,0,15404
ME,Walter Kumiega,D,Rep,HD-134,no,0,0,1,10347
ME,John Madigan,D,Rep,HD-115,no,0,1,0,18194
ME,Carol McElwee,R,Rep,HD-149,no,0,1,0,14725
UT,Brian King,D,Rep,HD-023,no,0,1,0,8172
ME,Kimberly Monaghan-Derrig,D,Rep,HD-030,no,0,0,1,13884
ME,Jennifer Parker,D,Rep,HD-006,no,0,1,0,18198
ME,Jeffrey Pierce,R,Rep,HD-053,no,0,1,0,16637
LA,Dalton Honore,D,Rep,HD-063,no,0,1,0,9524
ME,Stedman Seavey,R,Rep,HD-009,no,0,1,0,17532
UT,Mike McKell,R,Sen,SD-025,yes,0,1,0,15458
ME,Roger Sherman,R,Rep,HD-144,no,0,1,0,8773
ME,John Spear,D,Rep,HD-092,no,0,0,1,18205
SD,Bob Gray,R,Sen,SD-024,no,0,1,0,8295
SD,Todd Schlekeway,R,Sen,SD-011,no,0,1,0,8226
SD,Eldon Nygaard,D,Sen,SD-017,no,0,1,0,8278
ME,Beth Turner,R,Rep,HD-141,no,0,1,0,12720
ME,Raymond Wallace,R,Rep,HD-024,no,0,1,0,13876
ME,Karleton Ward,R,Rep,HD-131,no,0,1,0,17506
ME,Tom Winsor,R,Rep,HD-071,no,0,1,0,10379
ME,Stephen Wood,R,Rep,HD-057,no,0,0,1,10381
UT,Stephen Handy,R,Rep,HD-016,no,0,1,0,11718
SD,Mitchell Fargen,D,Rep,HD-008,no,0,0,1,8306
SD,Jamie Boomgarden,R,Rep,HD-017,no,0,1,0,8323
SD,Edward Iron Cloud,D,Rep,HD-027,no,0,1,0,8322
SD,Art Fryslie,R,Sen,SD-006,no,0,1,0,8247
SD,Cooper Garnos,R,Sen,SD-021,no,0,1,0,8231
SD,Oran Sorenson,D,Rep,HD-025,no,0,1,0,8216
SD,Gerald Lange,D,Rep,HD-008,no,0,1,0,8237
UT,Jacob Anderegg,R,Sen,SD-022,no,0,1,0,15450
SD,Kristi Noem,R,Rep,HD-006,no,0,1,0,8225
SD,Carol Pitts,R,Rep,HD-007,no,0,1,0,8307
SD,Bob Faehn,R,Rep,HD-005,no,0,1,0,8212
SD,Ed McLaughlin,R,Rep,HD-034,no,0,1,0,8239
SD,Richard Engels,D,Rep,HD-009,no,0,1,0,8270
SD,Noel Hamiel,R,Rep,HD-020,no,0,1,0,8274
SD,Thomas Deadrick,R,Rep,HD-021,no,0,1,0,8250
SD,Ryan Olson,R,Rep,HD-024,no,0,1,0,8310
UT,Francis Gibson,R,Rep,HD-065,no,0,1,0,8203
UT,Patrice Arent,D,Rep,HD-036,no,0,1,0,11719
UT,Marc Roberts,R,Rep,HD-067,no,0,1,0,15280
ME,Cameron Reny,D,Sen,SD-013,yes,0,1,0,23236
UT,Keven Stratton,R,Sen,SD-024,yes,0,1,0,15461
UT,John Knotwell,R,Rep,HD-052,no,0,1,0,15455
ME,James Libby,R,Sen,SD-022,yes,0,0,1,23234
UT,Steve Eliason,R,Rep,HD-043,yes,0,1,0,12088
UT,Jon Stanard,R,Rep,HD-062,no,0,1,0,15460
UT,Gregory Hughes,R,Rep,HD-051,no,0,1,0,8182
UT,Lynn Hemingway,D,Rep,HD-040,no,0,1,0,8167
UT,Edward Redd,R,Rep,HD-004,no,0,1,0,14053
SD,Scott Heidepriem,D,Sen,SD-013,no,0,1,0,8302
SD,Thomas Dempster,I,Sen,SD-009,no,0,1,0,8313
SD,Margaret Gillespie,D,Sen,SD-016,no,0,1,0,8284
SD,Gordon Howie,R,Sen,SD-030,no,0,1,0,8297
UT,Gage Froerer,R,Rep,HD-008,no,0,1,0,8157
UT,Johnny Anderson,R,Rep,HD-034,no,0,1,0,8198
SD,Bill Thompson,D,Rep,HD-013,no,0,1,0,8321
UT,Brad Dee,R,Rep,HD-011,no,0,1,0,8112
SD,Sandy Jerstad,D,Sen,SD-012,no,0,1,0,8281
SD,Nancy Berry,D,Sen,SD-005,no,0,1,0,8251
SD,Dave Knudson,R,Sen,SD-014,no,0,1,0,8248
SD,Gary Hanson,D,Sen,SD-001,no,0,1,0,8253
UT,R. Curt Webb,R,Rep,HD-005,no,0,1,0,8184
UT,Rebecca Edwards,R,Rep,HD-020,no,0,1,0,8188
SD,Ben Nesselhuf,D,Sen,SD-017,no,0,1,0,8308
UT,Jeremy Peterson,R,Rep,HD-009,no,0,1,0,11714
UT,Lavar Christensen,R,Rep,HD-032,no,0,1,0,11843
UT,Melvin Brown,R,Rep,HD-053,no,0,1,0,8138
SD,Pamela Merchant,D,Sen,SD-007,no,0,1,0,8249
UT,Dixon Pitcher,R,Rep,HD-010,no,0,1,0,12089
UT,Earl Tanner,R,Rep,HD-043,no,0,1,0,15462
UT,John Westwood,R,Rep,HD-072,no,0,1,0,14567
UT,Rich Cunningham,R,Rep,HD-050,no,0,1,0,15454
UT,David Lifferth,R,Rep,HD-002,no,0,1,0,15457
UT,Brian Greene,R,Rep,HD-057,no,0,1,0,14992
ME,Gina Mason,R,Rep,HD-056,no,0,1,0,18195
UT,Jerry Anderson,R,Rep,HD-069,no,0,1,0,15451
UT,Richard Greenwood,R,Rep,HD-012,no,0,1,0,8200
UT,Jim Bird,R,Rep,HD-042,no,0,1,0,8161
ME,Roger Fuller,D,Rep,HD-059,no,0,1,0,18185
UT,Jen Seelig,D,Rep,HD-023,no,0,1,0,8178
UT,Tim Cosgrove,D,Rep,HD-044,no,0,1,0,8183
UT,Dana Layton,R,Rep,HD-060,no,0,1,0,15456
IL,Gary Forby,D,Sen,SD-059,no,0,0,1,1071
ME,Roger Reed,R,Rep,HD-103,no,0,1,0,15406
UT,Ronda Menlove,R,Rep,HD-001,no,0,1,0,8145
UT,Jim Nielson,R,Rep,HD-019,no,0,1,0,12087
UT,Spencer Cox,R,Rep,HD-058,no,0,1,0,15453
UT,Rebecca Lockhart,R,Rep,HD-064,no,0,1,0,8142
ME,Michael Carpenter,D,Sen,SD-002,no,0,0,1,18178
ME,Everett Carson,D,Sen,SD-024,no,0,0,1,18179
ME,Andrew McLean,D,Rep,HD-027,no,0,0,1,15278
LA,Jeffery Arnold,D,Rep,HD-102,no,0,1,0,5266
IL,John Cullerton,D,Sen,SD-006,no,0,0,1,1082
IL,Kwame Raoul,D,Sen,SD-013,no,0,0,1,1087
ME,James Hamper,R,Sen,SD-019,no,0,1,0,8836
ME,Dana Dow,R,Sen,SD-013,no,0,1,0,10333
IL,Christine Radogno,R,Sen,SD-041,no,0,1,0,1055
IL,Tim Bivins,R,Sen,SD-045,no,0,0,1,1105
ME,Jennifer DeChant,D,Rep,HD-052,no,0,0,1,15744
ME,Sheldon Hanington,R,Rep,HD-142,no,0,1,0,16853
KY,Bobby McCool,R,Rep,HD-097,yes,0,1,0,20474
KY,Sarah Stalker,D,Rep,HD-034,yes,0,1,0,23696
ME,Shenna Bellows,D,Sen,SD-014,no,0,1,0,18175
KY,Billy Wesley,R,Rep,HD-091,yes,0,1,0,22069
ME,Laurel Libby,R,Rep,HD-090,yes,0,0,1,22706
ME,Tracy Quint,R,Rep,HD-008,yes,0,0,1,22750
ME,Paula Sutton,R,Rep,HD-095,no,0,1,0,18208
MD,Courtney Watson,D,Rep,HD-009,yes,0,1,0,20857
MD,Linda Foley,D,Rep,HD-015,yes,0,1,0,23041
MD,Julie Palakovich Carr,D,Rep,HD-017,yes,0,1,0,20794
MD,Natalie Ziegler,D,Rep,HD-009,yes,0,1,0,24542
ME,Heidi Brooks,D,Rep,HD-061,no,0,1,0,17330
MD,Gabriel Acevero,D,Rep,HD-039,yes,0,1,0,20789
MD,Lorig Charkoudian,D,Rep,HD-020,yes,0,1,0,20858
MD,April Rose,R,Rep,HD-005,yes,0,0,1,17670
MD,Joe Vogel,D,Rep,HD-017,yes,0,1,0,24389
MD,Aletheia McCaskill,D,Rep,HD-044,yes,0,1,0,24537
KY,Randy Bridges,R,Rep,HD-003,yes,0,1,0,20485
MD,Anne Healey,D,Rep,HD-022,yes,0,1,0,4624
ME,Suzanne Salisbury,D,Rep,HD-128,yes,0,1,0,22717
MD,Ben Barnes,D,Rep,HD-021,yes,0,1,0,4583
ME,Jared Golden,D,Rep,HD-060,no,0,1,0,16636
KY,Michael Meredith,R,Rep,HD-019,yes,0,1,0,11086
MD,Elizabeth Embry,D,Rep,HD-043,yes,0,1,0,24713
MD,Mark Chang,D,Rep,HD-032,yes,0,1,0,17233
KY,Tina Bojanowski,D,Rep,HD-032,yes,0,1,0,20486
MD,David Fraser-hidalgo,D,Rep,HD-015,yes,0,1,0,16100
KY,Savannah Maddox,R,Rep,HD-061,yes,0,1,0,20557
MD,Catherine Forbes,D,Rep,HD-043,yes,0,1,0,21425
MD,Emily Shetty,D,Rep,HD-018,yes,0,1,0,20795
MD,Malcolm Ruff,D,Rep,HD-041,yes,0,1,0,25011
MD,Kriselda Valderrama,D,Rep,HD-026,yes,0,1,0,4534
ME,Joseph Underwood,R,Rep,HD-005,yes,0,0,1,22348
MD,Karen Simpson,D,Rep,HD-003,yes,0,1,0,24388
KY,David Osborne,R,Rep,HD-059,yes,0,1,0,1179
ME,John Ducharme,R,Rep,HD-071,yes,0,0,1,22701
ME,Samuel Zager,D,Rep,HD-116,yes,0,1,0,22715
ME,Traci Gere,D,Rep,HD-134,yes,0,1,0,22867
MD,Jon Cardin,D,Rep,HD-011,yes,0,1,0,4598
MD,Marc Korman,D,Rep,HD-016,yes,0,1,0,17401
MD,Marvin Holmes,D,Rep,HD-023,yes,0,1,0,4623
MD,C.T. Wilson,D,Rep,HD-028,yes,0,1,0,12163
MD,Barrie Ciliberti,R,Rep,HD-004,yes,0,1,0,17553
MD,Andrea Harrison,D,Rep,HD-024,yes,0,1,0,21279
MD,Pamela Queen,D,Rep,HD-014,yes,0,1,0,17917
MD,Aaron Kaufman,D,Rep,HD-018,yes,0,1,0,24536
MD,Sarah Wolek,D,Rep,HD-016,yes,0,1,0,24931
MD,Frank Conaway,D,Rep,HD-040,yes,0,1,0,4531
NY,Velmanette Montgomery,D,Sen,SD-025,no,0,1,0,1436
MD,Andre Johnson,D,Rep,HD-034,yes,0,1,0,23909
MD,Christopher Adams,R,Rep,HD-037,yes,0,0,1,17398
MD,Robin Grammer,R,Rep,HD-006,yes,0,0,1,17423
MD,Jeff Ghrist,R,Rep,HD-036,yes,0,0,1,17399
MD,Mark Fisher,R,Rep,HD-027,yes,0,0,1,11554
MD,Jim Hinebaugh,R,Rep,HD-001,yes,0,1,0,24715
MD,Seth Howard,R,Rep,HD-030,yes,0,1,0,17324
MD,Matt Morgan,R,Rep,HD-029,yes,0,0,1,17239
MD,Bob Long,R,Rep,HD-006,yes,0,0,1,17424
MD,Ric Metzgar,R,Rep,HD-006,yes,0,1,0,17403
MD,Terry Baker,R,Rep,HD-001,yes,0,0,1,24709
MD,William Wivell,R,Rep,HD-002,yes,0,0,1,17669
MD,Teresa Reilly,R,Rep,HD-035,yes,0,0,1,17426
MD,Jesse Pippy,R,Rep,HD-004,yes,0,1,0,20534
MD,Kathy Szeliga,R,Rep,HD-007,yes,0,0,1,11766
MT,Jacinda Morigeau,D,Sen,SD-046,yes,0,1,0,25430
IL,Arthur Wilhelmi,D,Sen,SD-043,no,0,0,1,1050
MD,Lauren Arikan,R,Rep,HD-007,yes,0,0,1,20964
MD,Luke Clippinger,D,Rep,HD-046,yes,0,1,0,11447
MD,Denise Roberts,D,Rep,HD-025,yes,0,1,0,25071
KY,Amy Neighbors,R,Rep,HD-021,yes,0,1,0,23695
MD,David Moon,D,Rep,HD-020,yes,0,1,0,17238
KY,Rebecca Raymer,R,Rep,HD-015,yes,0,1,0,23623
MD,Veronica Turner,D,Rep,HD-026,yes,0,1,0,4554
MD,Caylin Young,D,Rep,HD-045,yes,0,1,0,24485
MD,Greg Wims,D,Rep,HD-039,yes,0,1,0,25013
ME,Garrel Craig,R,Rep,HD-128,no,0,1,0,18182
TN,Greg Martin,R,Rep,HD-026,yes,0,1,0,23124
ME,Michael Tipping,D,Sen,SD-008,yes,0,1,0,23238
KY,Nicolas Wilson,R,Rep,HD-082,yes,0,1,0,23698
LA,Mack White,R,Sen,SD-006,no,0,1,0,5272
IL,Deanna Demuzio,D,Sen,SD-049,no,0,1,0,1065
IL,Michael Bond,D,Sen,SD-031,no,0,1,0,1096
IL,Gary Dahl,R,Sen,SD-038,no,0,1,0,1072
IL,Bradley Burzynski,R,Sen,SD-035,no,0,0,1,1076
TN,Kevin Raper,R,Rep,HD-024,yes,0,1,0,23188
ME,Kristi Mathieson,D,Rep,HD-151,yes,0,1,0,22703
TN,John Crawford,R,Rep,HD-001,yes,0,1,0,18642
IL,Louis Viverito,D,Sen,SD-011,no,0,0,1,1091
ME,Dale Denno,D,Rep,HD-045,no,0,1,0,18183
IL,James DeLeo,D,Sen,SD-010,no,0,0,1,1078
ME,Tavis Hasenfus,D,Rep,HD-057,yes,0,1,0,22718
ME,Amy Roeder,D,Rep,HD-023,yes,0,1,0,22694
ME,Amanda Collamore,R,Rep,HD-068,yes,0,0,1,22693
ME,Kristen Cloutier,D,Rep,HD-094,yes,0,1,0,21195
ME,Nathan Carlow,R,Rep,HD-137,yes,0,1,0,22712
IL,Dan Cronin,R,Sen,SD-021,no,0,0,1,1058
ME,Lydia Crafts,D,Rep,HD-046,yes,0,1,0,22766
IL,Dale Risinger,R,Sen,SD-037,no,0,0,1,1057
ME,Melanie Sachs,D,Rep,HD-102,yes,0,1,0,22709
ME,James Thorne,R,Rep,HD-035,yes,0,0,1,22699
ME,Margaret Rotundo,D,Sen,SD-021,yes,0,1,0,8894
TN,Todd Warner,R,Rep,HD-092,yes,0,1,0,21716
ME,Morgan Rielly,D,Rep,HD-127,yes,0,1,0,22711
TN,Robert Stevens,R,Rep,HD-013,yes,0,1,0,24119
KY,Mike Clines,R,Rep,HD-068,yes,0,1,0,23691
ME,Valli Geiger,D,Rep,HD-042,yes,0,1,0,22720
TN,Sam McKenzie,D,Rep,HD-015,yes,0,0,1,22446
ME,Laurie Osher,D,Rep,HD-025,yes,0,1,0,22707
TN,Larry Miller,D,Rep,HD-088,yes,0,0,1,7259
ME,James Dill,D,Rep,HD-026,yes,0,1,0,10331
TN,Johnny Shaw,D,Rep,HD-080,yes,0,0,1,7188
ME,Chad Grignon,R,Rep,HD-118,no,0,1,0,18187
ME,Sheila Lyman,R,Rep,HD-076,yes,0,0,1,22838
ME,Timothy Nangle,D,Sen,SD-026,yes,0,1,0,23235
NY,Fred Akshar,R,Sen,SD-052,no,0,0,1,17725
ME,Bradlee Farrin,R,Sen,SD-003,yes,0,0,1,16780
KY,Kimberly Moser,R,Rep,HD-064,yes,0,1,0,18428
KY,Derek Lewis,R,Rep,HD-090,yes,0,1,0,20556
ME,Meldon Carmichael,R,Rep,HD-018,no,0,0,1,22710
ME,Lynne Williams,D,Rep,HD-014,no,0,1,0,22708
ME,Daniel Newman,R,Rep,HD-058,no,0,1,0,22749
KY,Stephanie Dietz,R,Rep,HD-065,yes,0,1,0,23626
MD,Anne Kaiser,D,Rep,HD-014,yes,0,1,0,4588
MD,Terri Hill,D,Rep,HD-012,yes,0,1,0,17167
KY,William Lawrence,R,Rep,HD-070,yes,0,1,0,22061
KY,James Tipton,R,Rep,HD-053,yes,0,1,0,16669
TN,Jeff Yarbro,D,Sen,SD-021,yes,0,0,1,17141
TN,Adam Lowe,R,Sen,SD-001,yes,0,1,0,24390
TN,Richard Briggs,R,Sen,SD-007,yes,0,0,1,17140
TN,Sara Kyle,D,Sen,SD-030,yes,0,0,1,18120
MD,Nicholaus Kipke,R,Rep,HD-031,yes,0,1,0,4606
MD,Susan McComas,R,Rep,HD-034,yes,0,0,1,4641
IL,Donne Trotter,D,Sen,SD-017,no,0,1,0,1067
KY,Steve Rawlings,R,Sen,SD-011,yes,0,1,0,23563
ME,Arthur Bell,D,Rep,HD-103,yes,0,1,0,22695
MD,Derrick Coley,D,Rep,HD-024,yes,0,1,0,26606
MD,Kevin Hornberger,R,Rep,HD-035,yes,0,1,0,17400
MD,Jason Buckel,R,Rep,HD-001,yes,0,0,1,17231
MD,Diana Fennell,D,Rep,HD-047,yes,0,1,0,17320
MD,Steven Arentz,R,Rep,HD-036,yes,0,0,1,16083
MD,Jay Jacobs,R,Rep,HD-036,yes,0,0,1,11449
ME,Abden Simmons,R,Rep,HD-045,yes,0,1,0,18204
MD,Julian Ivey,D,Rep,HD-047,yes,0,1,0,20791
MD,Dana Jones,D,Rep,HD-030,yes,0,1,0,21906
MD,Marlon Amprey,D,Rep,HD-040,yes,0,1,0,22755
IL,Rickey Hendon,D,Sen,SD-005,no,0,0,1,1102
MD,Mark Edelson,D,Rep,HD-046,yes,0,1,0,24712
MD,Ryan Nawrocki,R,Rep,HD-007,yes,0,0,1,24718
MD,April Fleming Miller,R,Rep,HD-004,yes,0,0,1,24716
IL,Kyle McCarter,R,Sen,SD-054,no,0,1,0,1088
ME,Lynn Copeland,D,Rep,HD-130,yes,0,1,0,22837
KY,Ruth Palumbo,D,Rep,HD-076,no,0,1,0,1182
NY,Bob Antonacci,R,Sen,SD-050,no,0,0,1,20164
MD,Joshua Stonko,R,Rep,HD-042,yes,0,1,0,24820
KY,Jacob Justice,R,Rep,HD-094,no,0,1,0,23694
MD,Ryan Spiegel,D,Rep,HD-017,yes,0,1,0,25012
NY,Kevin Thomas,D,Sen,SD-006,no,0,1,0,20265
ME,Jennifer Poirier,R,Rep,HD-070,yes,0,0,1,22700
NY,Jen Metzger,D,Sen,SD-042,no,0,1,0,20154
NY,Anna Kaplan,D,Sen,SD-007,no,0,1,0,20153
ID,Susan Chew,D,Rep,HD-017B,no,0,0,1,8016
ME,Robert Duchesne,D,Rep,HD-121,no,0,1,0,8819
ME,Poppy Arford,D,Rep,HD-101,yes,0,1,0,22713
NY,John Brooks,D,Sen,SD-008,no,0,1,0,18931
NY,Rich Funke,R,Sen,SD-055,no,0,1,0,16566
KY,Brandon Reed,R,Rep,HD-024,no,0,1,0,18248
KY,Killian Timoney,R,Rep,HD-045,no,0,1,0,22068
ME,Michael Lemelin,R,Rep,HD-053,yes,0,0,1,22868
IL,James Meeks,D,Sen,SD-015,no,0,0,1,1080
KY,Rachel Roberts,D,Rep,HD-067,no,0,1,0,21617
KY,Phillip Pratt,R,Rep,HD-062,no,0,1,0,18429
MD,Edith Patterson,D,Rep,HD-028,yes,0,1,0,17434
ID,Vito Barbieri,R,Rep,HD-003A,yes,0,0,1,12737
NY,Tremaine Wright,D,Rep,HD-056,no,0,1,0,19380
MD,Nick Allen,D,Rep,HD-008,yes,0,1,0,24532
MD,Gary Simmons,D,Rep,HD-012,yes,0,1,0,24720
KY,Richard Heath,R,Rep,HD-002,no,0,1,0,14431
ID,Bob Nonini,R,Sen,SD-003,no,0,1,0,8045
KY,Suzanne Miles,R,Rep,HD-007,yes,0,1,0,16110
MD,Melissa Wells,D,Rep,HD-040,yes,0,1,0,20864
MD,Stephanie Smith,D,Rep,HD-045,yes,0,1,0,21255
IL,John Sullivan,D,Sen,SD-047,no,0,0,1,1084
MD,Chris Tomlinson,R,Rep,HD-005,yes,0,1,0,24541
IL,Michael Noland,D,Sen,SD-022,no,0,1,0,1097
ID,Ken Andrus,R,Rep,HD-028A,no,0,1,0,8002
ID,Pete Nielsen,R,Rep,HD-023B,no,0,1,0,8044
ID,Donna Pence,D,Rep,HD-026B,no,0,0,1,8049
MD,Harry Bhandari,D,Rep,HD-008,yes,0,1,0,20790
ID,Richard Wills,R,Rep,HD-023A,no,0,1,0,8068
KY,Kevin Bratcher,R,Rep,HD-029,no,0,1,0,1123
NY,Kevin Byrne,R,Rep,HD-094,no,0,1,0,19103
MD,Tiffany Alston,D,Rep,HD-024,yes,0,1,0,11450
ID,Maxine Bell,R,Rep,HD-025A,no,0,1,0,8006
